"appid","name","developer","description","release_date","screenshot_url_1","screenshot_url_2","screenshot_url_3","screenshot_url_4","image_url","header_image_url","initial_price","final_price","discount_percent","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","is_vr","is_free","is_multiplayer","created","last_modified","url","alt_image_url"
"382310","Eco","Strange Loop Games","Create a civilization capable of stopping a meteor without destroying the ecosystem in the process.","2018-02-06","https://cdn.akamai.steamstatic.com/steam/apps/382310/ss_0eb620bc52197e0c41f9e679c801762e66992806.600x338.jpg?t=1611504679","https://cdn.akamai.steamstatic.com/steam/apps/382310/ss_a917a1c88b48d85c65479262f4a153b2c0d1d6c0.600x338.jpg?t=1611504679","https://cdn.akamai.steamstatic.com/steam/apps/382310/ss_fad0cd07783f5211b74d2d2a17c0878aa67f7610.600x338.jpg?t=1611504679","https://cdn.akamai.steamstatic.com/steam/apps/382310/ss_a2317f43a582dab794ae630b15c3a393864c8f2b.600x338.jpg?t=1611504679","https://steamcdn-a.akamaihd.net/steam/apps/382310/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/382310/capsule_616x353.jpg","2999","2999","0","Open World Survival Craft","Survival","Multiplayer","Building","Open World","Crafting","0","0",NULL,"2021-03-11 16:04:27","2021-03-11 17:41:07","https://store.steampowered.com/app/382310","img/undefined.jpg"
"230410","Warframe","Digital Extremes","Warframe is a cooperative free-to-play third person online action game set in an evolving sci-fi world.","2013-03-25","https://cdn.akamai.steamstatic.com/steam/apps/230410/ss_2d79448091149a8cc790b62e7422615a011d015a.600x338.jpg?t=1614713039","https://cdn.akamai.steamstatic.com/steam/apps/230410/ss_a0bbf96bf2f5498f5625bdf67a28493365cf6d72.600x338.jpg?t=1614713039","https://cdn.akamai.steamstatic.com/steam/apps/230410/ss_1a353df5ca981d9aea85571fc2e2e2e1193b78f6.600x338.jpg?t=1614713039","https://cdn.akamai.steamstatic.com/steam/apps/230410/ss_3708c72116bdf5e9e306c1a9857c3f257b1011f5.600x338.jpg?t=1614713039","https://steamcdn-a.akamaihd.net/steam/apps/230410/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/230410/capsule_616x353.jpg","-1","0","-1","Free to Play","Looter Shooter","Action","Co-op","Multiplayer","Third-Person Shooter","0","1",NULL,"2021-03-11 16:03:38","2021-03-11 17:41:10","https://store.steampowered.com/app/230410","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/04766957db82a24eaa3006fb015798ba.png"
"1293830","Forza Horizon 4","Playground Games","Dynamic seasons change everything at the world’s greatest automotive festival. Go it alone or team up with others to explore beautiful and historic Britain in a shared open world.","2021-03-09","https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_e88792a0331f460d913ac05203f7c1b12112b14c.600x338.jpg?t=1615337540","https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_d2046bdb2f6acdf9b88c3c168e9eaec38495f063.600x338.jpg?t=1615337540","https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_e872c3153b246b4f595d7106976c6e63d4185c45.600x338.jpg?t=1615337540","https://cdn.akamai.steamstatic.com/steam/apps/1293830/ss_56d3181c30a7975a46c4f2d8391861890508d7ba.600x338.jpg?t=1615337540","https://steamcdn-a.akamaihd.net/steam/apps/1293830/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/1293830/capsule_616x353.jpg","5999","5999","0","Racing","Open World","Multiplayer","Driving","Online Co-Op","Singleplayer","0","0",NULL,"2021-03-11 16:06:37","2021-03-11 17:41:13","https://store.steampowered.com/app/1293830","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/ab704bd383ad12c1e7f6bcaa0da165b0.png"
"730","Counter-Strike: Global Offensive","Valve","Counter-Strike: Global Offensive (CS: GO) expands upon the team-based action gameplay that it pioneered when it was launched 19 years ago. CS: GO features new maps, characters, weapons, and game modes, and delivers updated versions of the classic CS content (de_dust2, etc.).","2012-08-21","https://cdn.akamai.steamstatic.com/steam/apps/730/ss_118cb022b9a43f70d2e5a2df7427f29088b6b191.600x338.jpg?t=1612812939","https://cdn.akamai.steamstatic.com/steam/apps/730/ss_d196d945c6170e9cadaf67a6dea675bd5fa7a046.600x338.jpg?t=1612812939","https://cdn.akamai.steamstatic.com/steam/apps/730/ss_8c9cce9a9dde7b9c020837dcbd4615efe6f77d66.600x338.jpg?t=1612812939","https://cdn.akamai.steamstatic.com/steam/apps/730/ss_2b9e362287b509bb3864fa7bad654fe1fda0f7ed.600x338.jpg?t=1612812939","https://steamcdn-a.akamaihd.net/steam/apps/730/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/730/capsule_616x353.jpg","-1","0","-1","FPS","Shooter","Multiplayer","Competitive","Action","Team-Based","0","1",NULL,"2021-03-11 16:03:05","2021-03-11 17:41:16","https://store.steampowered.com/app/730","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/c6a8488de86eddf87c84edf4136a1126.png"
"1318690","shapez.io","Tobias Springer","shapez.io is a game about building factories to automate the creation and processing of increasingly complex shapes across an infinitely expanding map.","2020-06-07","https://cdn.akamai.steamstatic.com/steam/apps/1318690/ss_ee76fa2e3259ab077b8a711b394cf6668d4ec93a.600x338.jpg?t=1615301650","https://cdn.akamai.steamstatic.com/steam/apps/1318690/ss_13235b05cdd091dc835c68419fa440e6bbfd5114.600x338.jpg?t=1615301650","https://cdn.akamai.steamstatic.com/steam/apps/1318690/ss_61485350ef27278b9986c183c6c31f1054a7a328.600x338.jpg?t=1615301650","https://cdn.akamai.steamstatic.com/steam/apps/1318690/ss_c29698e5ed36295747bc6a6aec94a8ddcc0896ee.600x338.jpg?t=1615301650","https://steamcdn-a.akamaihd.net/steam/apps/1318690/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/1318690/capsule_616x353.jpg","499","499","0","Strategy","Building","Automation","Base Building","Resource Management","Casual","0","0",NULL,"2021-03-11 16:06:40","2021-03-11 17:41:19","https://store.steampowered.com/app/1318690","img/undefined.jpg"
"413150","Stardew Valley","ConcernedApe","You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?","2016-02-26","https://cdn.akamai.steamstatic.com/steam/apps/413150/ss_b887651a93b0525739049eb4194f633de2df75be.600x338.jpg?t=1608624324","https://cdn.akamai.steamstatic.com/steam/apps/413150/ss_9ac899fe2cda15d48b0549bba77ef8c4a090a71c.600x338.jpg?t=1608624324","https://cdn.akamai.steamstatic.com/steam/apps/413150/ss_4fa0866709ede3753fdf2745349b528d5e8c4054.600x338.jpg?t=1608624324","https://cdn.akamai.steamstatic.com/steam/apps/413150/ss_d836f0a5b0447fb6a2bdb0a6ac5f954949d3c41e.600x338.jpg?t=1608624324","https://steamcdn-a.akamaihd.net/steam/apps/413150/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/413150/capsule_616x353.jpg","1499","1499","0","Farming Sim","Life Sim","RPG","Pixel Graphics","Agriculture","Simulation","0","0",NULL,"2021-03-11 16:04:30","2021-03-11 17:41:22","https://store.steampowered.com/app/413150","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/d1c63ba3bc4fb3539d63cc48feae519a.jpg"
"427520","Factorio","Wube Software LTD.","Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you.","2020-08-14","https://cdn.akamai.steamstatic.com/steam/apps/427520/ss_36e4d8e5540805f5ed492d24d784ed9ba661752b.600x338.jpg?t=1615114439","https://cdn.akamai.steamstatic.com/steam/apps/427520/ss_171f398a8e347fad650a9c1b6c3b77c612781510.600x338.jpg?t=1615114439","https://cdn.akamai.steamstatic.com/steam/apps/427520/ss_0bf814493f247b6baa093511b46c352cf9e98435.600x338.jpg?t=1615114439","https://cdn.akamai.steamstatic.com/steam/apps/427520/ss_2533e54b0bd90a29adbedb60108ed277536ad445.600x338.jpg?t=1615114439","https://steamcdn-a.akamaihd.net/steam/apps/427520/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/427520/capsule_616x353.jpg","3000","3000","0","Automation","Base Building","Resource Management","Sandbox","Crafting","Strategy","0","0",NULL,"2021-03-11 16:04:34","2021-03-11 17:41:24","https://store.steampowered.com/app/427520","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/30bd9960294e0ed86593ba7044991435.png"
"1330460","Becastled","Mana Potion Studios","Becastled is about building and defending your castle from sieges in a fantasy world!","2021-02-08","https://cdn.akamai.steamstatic.com/steam/apps/1330460/ss_104f7860a9c971875a91d629924ef34bbe23c2fc.600x338.jpg?t=1614376511","https://cdn.akamai.steamstatic.com/steam/apps/1330460/ss_e3e63cf29f1a1e106dd969e8ef1690ac3fadffec.600x338.jpg?t=1614376511","https://cdn.akamai.steamstatic.com/steam/apps/1330460/ss_43f5379323ede0d546c1fd8afe9b856d8cdf7ab8.600x338.jpg?t=1614376511","https://cdn.akamai.steamstatic.com/steam/apps/1330460/ss_cc64ac61e05c10e432ab606d8ea85f8b8b63d640.600x338.jpg?t=1614376511","https://steamcdn-a.akamaihd.net/steam/apps/1330460/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/1330460/capsule_616x353.jpg","1499","1499","0","Strategy","Base Building","Building","RTS","City Builder","Colony Sim","0","0",NULL,"2021-03-11 16:06:42","2021-03-11 17:41:27","https://store.steampowered.com/app/1330460","img/undefined.jpg"
"442070","Drawful 2","Jackbox Games, Inc.","For 3-8 players and an audience of thousands! Your phones or tablets are your controllers! The game of terrible drawings and hilariously wrong answers.","2016-06-20","https://cdn.akamai.steamstatic.com/steam/apps/442070/ss_9d292ec7f06d2d19f67cadea7063b907838bb234.600x338.jpg?t=1597763440","https://cdn.akamai.steamstatic.com/steam/apps/442070/ss_e19d50c7aafaf684139bdc50222987e585a18c3d.600x338.jpg?t=1597763440","https://cdn.akamai.steamstatic.com/steam/apps/442070/ss_a8f9c73f18556ee41f8055de6e4fc70408912458.600x338.jpg?t=1597763440","https://cdn.akamai.steamstatic.com/steam/apps/442070/ss_4d6a3086b1cfc299985324fd7f7cf734c81941e1.600x338.jpg?t=1597763440","https://steamcdn-a.akamaihd.net/steam/apps/442070/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/442070/capsule_616x353.jpg","999","999","0","Local Multiplayer","Party","Multiplayer","Party Game","Casual","Indie","0","0",NULL,"2021-03-11 16:04:37","2021-03-11 17:41:29","https://store.steampowered.com/app/442070","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/e1d3ba0dd984ed1343efb59456296bb5.jpg"
"477160","Human: Fall Flat","No Brakes Games","Human: Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online. Free new levels keep its vibrant community rewarded.","2016-07-22","https://cdn.akamai.steamstatic.com/steam/apps/477160/ss_83cacb5969f28b6612f0a6649b40957c998f7db8.600x338.jpg?t=1615395770","https://cdn.akamai.steamstatic.com/steam/apps/477160/ss_5e5efb54c98b5c09bcb0272f73e3a275cffb1a4b.600x338.jpg?t=1615395770","https://cdn.akamai.steamstatic.com/steam/apps/477160/ss_6dc39adbe98d9f6652741a6c7bbad58ec29d38ed.600x338.jpg?t=1615395770","https://cdn.akamai.steamstatic.com/steam/apps/477160/ss_5028511e8ff9d72f2130f88d0b32802197fa456d.600x338.jpg?t=1615395770","https://steamcdn-a.akamaihd.net/steam/apps/477160/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/477160/capsule_616x353.jpg","1499","1499","0","Funny","Multiplayer","Co-op","Puzzle","Physics","Adventure","0","0",NULL,"2021-03-11 16:04:40","2021-03-11 17:41:32","https://store.steampowered.com/app/477160","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/9f9efae1ea901d57708f8066de0a8951.jpg"
"480490","Prey","Arkane Studios","In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted.","2017-05-04","https://cdn.akamai.steamstatic.com/steam/apps/480490/ss_06b6c27c834b5639c54d470b3b5c711cf72a94af.600x338.jpg?t=1594910513","https://cdn.akamai.steamstatic.com/steam/apps/480490/ss_ff6b4efb3add6ea9a1d67f5c6c0fae6661ed9fd8.600x338.jpg?t=1594910513","https://cdn.akamai.steamstatic.com/steam/apps/480490/ss_976f1d181de3dc8bc86c78fe900c98be457d0942.600x338.jpg?t=1594910513","https://cdn.akamai.steamstatic.com/steam/apps/480490/ss_788d370761d6b3c488f4314ea2752170621573c6.600x338.jpg?t=1594910513","https://steamcdn-a.akamaihd.net/steam/apps/480490/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/480490/capsule_616x353.jpg","2999","2999","0","Sci-fi","Space","Atmospheric","Singleplayer","Horror","FPS","0","0",NULL,"2021-03-11 16:04:43","2021-03-11 17:41:35","https://store.steampowered.com/app/480490","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/0f7f5d0f582470276370143a95d2906f.png"
"218620","PAYDAY 2","OVERKILL - a Starbreeze Studio.","PAYDAY 2 is an action-packed, four-player co-op shooter that once again lets gamers don the masks of the original PAYDAY crew - Dallas, Hoxton, Wolf and Chains - as they descend on Washington DC for an epic crime spree.","2013-08-13","https://cdn.akamai.steamstatic.com/steam/apps/218620/ss_67979091e0441e3df7aa885eaa107e2032973869.600x338.jpg?t=1614175551","https://cdn.akamai.steamstatic.com/steam/apps/218620/ss_b26f1852b68ab0af7fdd4932b1c9f78dc87a0325.600x338.jpg?t=1614175551","https://cdn.akamai.steamstatic.com/steam/apps/218620/ss_2799a1fde932e739138de91f0910ada013ddfca3.600x338.jpg?t=1614175551","https://cdn.akamai.steamstatic.com/steam/apps/218620/ss_34fae5a836f589c13d08262657b292f028cd87b1.600x338.jpg?t=1614175551","https://steamcdn-a.akamaihd.net/steam/apps/218620/library_600x900_2x.jpg","https://cdn.akamai.steamstatic.com/steam/apps/218620/capsule_616x353.jpg","999","999","0","Co-op","Action","FPS","Heist","Looter Shooter","Online Co-Op","0","0",NULL,"2021-03-11 16:03:24","2021-03-11 17:41:39","https://store.steampowered.com/app/218620","https://cdn2.steamgriddb.com/file/sgdb-cdn/grid/3079277c0fb4dfee117271dbcb599b85.png"
